title,price,district,location,link
2-комнатная квартира · 98 м² · 9/16 этаж,66 000 000 〒,Динмухаммед Кунаев 12/2,"Есильский р-н, Динмухаммед Кунаев 12/2",https://krisha.kz/a/show/761970531
4-комнатная квартира · 124 м² · 6/12 этаж,95 000 000 〒,Туран 46/4,"Есильский р-н, Туран 46/4",https://krisha.kz/a/show/760935438
3-комнатная квартира · 103 м² · 17/17 этаж,37 700 000 〒,Куйши Дина 22 — Жирентаева,"Алматы р-н, Куйши Дина 22 — Жирентаева",https://krisha.kz/a/show/760375159
3-комнатная квартира · 67.8 м² · 3/12 этаж,23 052 000 〒,Ч. Айтматова б/н — Молдагалиева,"Нура р-н, Ч. Айтматова б/н — Молдагалиева",https://krisha.kz/a/show/699606848
3-комнатная квартира · 76.36 м²,от 47 495 920 〒,Е-899 7,"Нура р-н, Е-899 7",https://krisha.kz/a/show/761098329
3-комнатная квартира · 80.19 м²,от 40 977 090 〒,Туран 57д,"Нура р-н, Туран 57д",https://krisha.kz/a/show/761729458
3-комнатная квартира · 71.86 м²,от 39 379 280 〒,Бухар жырау 57/6,"Нура р-н, Бухар жырау 57/6",https://krisha.kz/a/show/698216658
2-комнатная квартира · 72.63 м²,от 38 639 160 〒,Анет Баба 4,"Нура р-н, Анет Баба 4",https://krisha.kz/a/show/686450133
1-комнатная квартира · 45.84 м² · 20/22 этаж,29 800 000 〒,Мангилик ел 56 — ЭКСПО,"Есильский р-н, Мангилик ел 56 — ЭКСПО",https://krisha.kz/a/show/1000118917
2-комнатная квартира · 42.2 м² · 4/5 этаж,16 900 000 〒,Кажымукана 2,"Алматы р-н, Кажымукана 2",https://krisha.kz/a/show/761685111
3-комнатная квартира · 74 м² · 9/9 этаж,37 500 000 〒,Сауран 5,"Есильский р-н, Сауран 5",https://krisha.kz/a/show/761680928
1-комнатная квартира · 41.5 м² · 6/12 этаж,17 000 000 〒,Бейбарыс Султан 25 — Парк Коктал,"Сарыарка р-н, Бейбарыс Султан 25 — Парк Коктал",https://krisha.kz/a/show/761529936
1-комнатная квартира · 34.25 м² · 7/9 этаж,24 000 000 〒,Ахмет Байтурсынулы 14,"Алматы р-н, Ахмет Байтурсынулы 14",https://krisha.kz/a/show/760786535
1-комнатная квартира · 39 м² · 4/9 этаж,25 000 000 〒,Казыбек би,"Нура р-н, Казыбек би",https://krisha.kz/a/show/697065848
1-комнатная квартира · 38.5 м² · 9/9 этаж,19 000 000 〒,Мангилик Ел 40,"Есильский р-н, Мангилик Ел 40",https://krisha.kz/a/show/760544854
1-комнатная квартира · 39.2 м² · 7/9 этаж,18 000 000 〒,Каршыга Ахмедьярова 3,"Алматы р-н, Каршыга Ахмедьярова 3",https://krisha.kz/a/show/694429955
1-комнатная квартира · 48 м² · 10/10 этаж,24 000 000 〒,Кабанбай батыра 5/1,"Есильский р-н, Кабанбай батыра 5/1",https://krisha.kz/a/show/691407295
2-комнатная квартира · 48.4 м² · 4/18 этаж,19 500 000 〒,Косшыгулулы 10/2,"Сарыарка р-н, Косшыгулулы 10/2",https://krisha.kz/a/show/688244935
3-комнатная квартира · 88.55 м²,от 51 447 550 〒,Туран 57/5,"Нура р-н, Туран 57/5",https://krisha.kz/a/show/696165564
1-комнатная квартира · 20 м² · 6/9 этаж,10 600 000 〒,Калдаяков 26,"Алматы р-н, Калдаяков 26",https://krisha.kz/a/show/761949701
2-комнатная квартира · 59.2 м² · 18/24 этаж,31 500 000 〒,Кайыма Мухамедханова 15 — Manhattan,"Нура р-н, Кайыма Мухамедханова 15 — Manhattan",https://krisha.kz/a/show/761171256
3-комнатная квартира · 87 м² · 6/17 этаж,75 000 000 〒,Хусейн Бен Талал 28,"Есильский р-н, Хусейн Бен Талал 28",https://krisha.kz/a/show/695658955
2-комнатная квартира · 45.24 м²,от 28 863 120 〒,Турар Рыскулов 18/5,"Есильский р-н, Турар Рыскулов 18/5",https://krisha.kz/a/show/760415889
2-комнатная квартира · 66.62 м²,от 39 372 420 〒,Бухар Жырау 33,"Есильский р-н, Бухар Жырау 33",https://krisha.kz/a/show/694707421
2-комнатная квартира · 71.2 м²,от 31 300 000 〒,Молдагалиева,"Нура р-н, Молдагалиева",https://krisha.kz/a/show/689252931
3-комнатная квартира · 82 м² · 15/17 этаж,63 700 000 〒,52/3,"Есильский р-н, Туран 52/2, 52/3",https://krisha.kz/a/show/762138191
3-комнатная квартира · 60 м² · 3/5 этаж,24 000 000 〒,Потанина 12/1 — Возле Аграрного университета,"Сарыарка р-н, Потанина 12/1 — Возле Аграрного университета",https://krisha.kz/a/show/760848899
3-комнатная квартира · 86.82 м²,от 49 082 700 〒,Тауелсиздик — Б. Момышулы,"Алматы р-н, Тауелсиздик — Б. Момышулы",https://krisha.kz/a/show/685955080
2-комнатная квартира · 61.89 м²,от 18 567 000 〒,Улы Дала,"Есильский р-н, Улы Дала",https://krisha.kz/a/show/682031047
2-комнатная квартира · 52 м² · 2/10 этаж,29 490 000 〒,сарайшык 38,"Есильский р-н, сарайшык 38",https://krisha.kz/a/show/1000253064
3-комнатная квартира · 86.82 м²,от 49 082 700 〒,Тауелсиздик — Б. Момышулы,"Алматы р-н, Тауелсиздик — Б. Момышулы",https://krisha.kz/a/show/685955080
2-комнатная квартира · 61.89 м²,от 18 567 000 〒,Улы Дала,"Есильский р-н, Улы Дала",https://krisha.kz/a/show/682031047
2-комнатная квартира · 52 м² · 2/10 этаж,29 490 000 〒,сарайшык 38,"Есильский р-н, сарайшык 38",https://krisha.kz/a/show/1000253064
2-комнатная квартира · 55.5 м² · 13/16 этаж,30 000 000 〒,Санжара Асфандиярова 1 — Сыганак Айтеке-би,"Есильский р-н, Санжара Асфандиярова 1 — Сыганак Айтеке-би",https://krisha.kz/a/show/1000154484
3-комнатная квартира · 68 м² · 12/17 этаж,58 000 000 〒,Туран 52/2 — Бухар жырау,"Есильский р-н, Туран 52/2 — Бухар жырау",https://krisha.kz/a/show/1000360645
2-комнатная квартира · 63 м² · 8/9 этаж,29 000 000 〒,Жумекен Нажимеденова 39 — 21/6,Жумекен Нажимеденова 39 — 21/6,https://krisha.kz/a/show/760812814
2-комнатная квартира · 50 м² · 1/5 этаж,19 000 000 〒,Жумабаева 9 — ЕНУ,"Алматы р-н, Жумабаева 9 — ЕНУ",https://krisha.kz/a/show/761486608
1-комнатная квартира · 34.1 м² · 9/9 этаж,21 700 000 〒,Керей и  Жанибек хандар 12/1,"Есильский р-н, Керей и  Жанибек хандар 12/1",https://krisha.kz/a/show/1000352164
1-комнатная квартира · 40 м² · 6/18 этаж,21 500 000 〒,Кенесары 9 — Кенесары-Сарыарка,"Сарыарка р-н, Кенесары 9 — Кенесары-Сарыарка",https://krisha.kz/a/show/691328650
3-комнатная квартира · 80 м² · 5/9 этаж,36 500 000 〒,Жубана молдагалиева 2 — Айтматова,"Нура р-н, Жубана молдагалиева 2 — Айтматова",https://krisha.kz/a/show/699920569
2-комнатная квартира · 41 м² · 7/12 этаж,26 900 000 〒,Шамши Калдаяков 25 а — Нажмеденова,"Алматы р-н, Шамши Калдаяков 25 а — Нажмеденова",https://krisha.kz/a/show/761449639
1-комнатная квартира · 42.1 м² · 14/17 этаж,17 400 000 〒,Богенбай батыра 56,"р-н Байконур, Богенбай батыра 56",https://krisha.kz/a/show/762195216
3-комнатная квартира · 80 м² · 5/9 этаж,36 500 000 〒,жубана молдагалиева 2 — айтматова жубанамолдагалиева,"Нура р-н, жубана молдагалиева 2 — айтматова жубанамолдагалиева",https://krisha.kz/a/show/762347617
1-комнатная квартира · 30.2 м² · 1/5 этаж,13 400 000 〒,Карасай батыра 26,"р-н Байконур, Карасай батыра 26",https://krisha.kz/a/show/761763235
2-комнатная квартира · 52.1 м² · 11/18 этаж,22 000 000 〒,Сарыарка 43/1,"Сарыарка р-н, Сарыарка 43/1",https://krisha.kz/a/show/1000335783
3-комнатная квартира · 81.6 м² · 2/9 этаж,30 500 000 〒,Мусрепова 7/1 — Поликлиника 7,"Алматы р-н, Мусрепова 7/1 — Поликлиника 7",https://krisha.kz/a/show/761664115
4-комнатная квартира · 130 м² · 3/12 этаж,105 000 000 〒,Керей и Жанибек хандар 42 — Керей Жанибек - Бокей-Хан,"Есильский р-н, Керей и Жанибек хандар 42 — Керей Жанибек - Бокей-Хан",https://krisha.kz/a/show/761094976
3-комнатная квартира · 110 м² · 5/9 этаж,98 000 000 〒,Керей и Жанибек хандар 42,"Есильский р-н, Керей и Жанибек хандар 42",https://krisha.kz/a/show/1000329785
2-комнатная квартира · 47.5 м² · 8/9 этаж,22 500 000 〒,Нажимеденов 44 — Улы Дала,"Алматы р-н, Нажимеденов 44 — Улы Дала",https://krisha.kz/a/show/692386465
1-комнатная квартира · 50 м² · 5/11 этаж,24 000 000 〒,Т. Шевченко 4,"Сарыарка р-н, Т. Шевченко 4",https://krisha.kz/a/show/762309601
1-комнатная квартира · 50 м² · 5/11 этаж,24 000 000 〒,Т. Шевченко 4,"Сарыарка р-н, Т. Шевченко 4",https://krisha.kz/a/show/762309601
2-комнатная квартира · 54 м² · 6/17 этаж,39 900 000 〒,52/3 — Астана арена,"Есильский р-н, Туран 52/2, 52/3 — Астана арена",https://krisha.kz/a/show/762093980
3-комнатная квартира · 110 м² · 13/18 этаж,66 000 000 〒,Мәңгілік Ел — Улы Дала,"Есильский р-н, Мәңгілік Ел — Улы Дала",https://krisha.kz/a/show/665764145
2-комнатная квартира · 39 м² · 2/12 этаж,30 700 000 〒,Керей-Жанибек хандар 44/2 — Президентский парк,"Есильский р-н, Керей-Жанибек хандар 44/2 — Президентский парк",https://krisha.kz/a/show/1000301484
3-комнатная квартира · 80 м² · 2/5 этаж,32 500 000 〒,Ташенова 7,"р-н Байконур, Ташенова 7",https://krisha.kz/a/show/1000399619
2-комнатная квартира · 57.93 м²,от 33 715 260 〒,Туран 57/5,"Нура р-н, Туран 57/5",https://krisha.kz/a/show/696164473
2-комнатная квартира · 56 м² · 10/10 этаж,34 500 000 〒,Култегин,"Есильский р-н, Култегин",https://krisha.kz/a/show/761837129
2-комнатная квартира · 60.8 м² · 6/9 этаж,21 000 000 〒,А 105 20/2,"Сарайшык р-н, А 105 20/2",https://krisha.kz/a/show/760339799
1-комнатная квартира · 42 м² · 6/12 этаж,23 500 000 〒,Анет Баба 4,"Нура р-н, Анет Баба 4",https://krisha.kz/a/show/698334931
1-комнатная квартира · 40 м² · 10/10 этаж,24 500 000 〒,ул. Бухар жырау 34/2,"Есильский р-н, ул. Бухар жырау 34/2",https://krisha.kz/a/show/697938310
2-комнатная квартира · 72.9 м²,от 45 052 200 〒,Туран 57/6,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761882784
3-комнатная квартира · 97.98 м²,от 50 729 145 〒,Анет Баба 4,"Нура р-н, Анет Баба 4",https://krisha.kz/a/show/686616908
1-комнатная квартира · 46.93 м²,от 18 302 700 〒,трасса Астана-Караганда 4/3,"Алматы р-н, трасса Астана-Караганда 4/3",https://krisha.kz/a/show/683999306
2-комнатная квартира · 52.89 м²,от 42 999 570 〒,Кайым Мухамедханов 6/1,"Нура р-н, Кайым Мухамедханов 6/1",https://krisha.kz/a/show/697968790
4-комнатная квартира · 120.09 м²,от 51 392 095 〒,Казыбек би 41/1,"Есильский р-н, Казыбек би 41/1",https://krisha.kz/a/show/683926601
2-комнатная квартира · 65.98 м²,от 23 093 000 〒,Е-779 32/1,"Есильский р-н, Е-779 32/1",https://krisha.kz/a/show/762170359
2-комнатная квартира · 49.81 м² · 3/17 этаж,31 000 000 〒,Тураг 7,Тураг 7,https://krisha.kz/a/show/761961255
2-комнатная квартира · 64 м² · 9/9 этаж,45 000 000 〒,Казыбек Би 9/1 — Е22,"Есильский р-н, Казыбек Би 9/1 — Е22",https://krisha.kz/a/show/761323167
1-комнатная квартира · 49 м² · 12/17 этаж,37 000 000 〒,52/7,"Есильский р-н, Туран 52/5, 52/6, 52/7",https://krisha.kz/a/show/760815235
2-комнатная квартира · 65 м² · 14/14 этаж,52 000 000 〒,Аль-Фараби 11,"Есильский р-н, Аль-Фараби 11",https://krisha.kz/a/show/760225544
3-комнатная квартира · 67.21 м² · 2/4 этаж,18 499 999 〒,Умбетей жырау 4 — Узак батыр,"Есильский р-н, Умбетей жырау 4 — Узак батыр",https://krisha.kz/a/show/694132763
1-комнатная квартира · 28.3 м² · 9/12 этаж,10 500 000 〒,М. Тынышбайулы 5,"Сарайшык р-н, М. Тынышбайулы 5",https://krisha.kz/a/show/761380884
1-комнатная квартира · 43 м² · 2/23 этаж,21 000 000 〒,Бейбарыс Султан 12,"Сарыарка р-н, Бейбарыс Султан 12",https://krisha.kz/a/show/1000166239
4-комнатная квартира · 131.1 м²,от 70 531 800 〒,Туран 57/6,"Нура р-н, Туран 57/6",https://krisha.kz/a/show/761883869
2-комнатная квартира · 47.02 м²,от 25 955 040 〒,Бухар жырау 57/6,"Нура р-н, Бухар жырау 57/6",https://krisha.kz/a/show/698216651
4-комнатная квартира · 102.9 м²,от 47 300 000 〒,Е-36 5,"Нура р-н, Е-36 5",https://krisha.kz/a/show/691048365
1-комнатная квартира · 44.2 м²,от 32 266 000 〒,Туран 39а,"Нура р-н, Туран 39а",https://krisha.kz/a/show/680907302
3-комнатная квартира · 80.88 м²,от 29 116 800 〒,Е117,"Есильский р-н, Е117",https://krisha.kz/a/show/690650291
3-комнатная квартира · 81.5 м²,от 38 300 000 〒,Е-36 5,"Нура р-н, Е-36 5",https://krisha.kz/a/show/684520798
4-комнатная квартира · 158.43 м²,от 112 643 730 〒,Кайым Мухамедханов 6/1,"Нура р-н, Кайым Мухамедханов 6/1",https://krisha.kz/a/show/697968796
4-комнатная квартира · 110.63 м²,от 48 468 275 〒,Казыбек би 41/1,"Есильский р-н, Казыбек би 41/1",https://krisha.kz/a/show/683926593
3-комнатная квартира · 94.6 м² · 7/14 этаж,43 800 000 〒,Сыганак,"Есильский р-н, Сыганак",https://krisha.kz/a/show/1000352802
2-комнатная квартира · 42.1 м² · 1/7 этаж,25 000 000 〒,Аль-Фараби 34/3 — Улы Дала,"Есильский р-н, Аль-Фараби 34/3 — Улы Дала",https://krisha.kz/a/show/761604304
1-комнатная квартира · 37.5 м² · 3/10 этаж,23 500 000 〒,Култегин 11,"Есильский р-н, Култегин 11",https://krisha.kz/a/show/760664669
2-комнатная квартира · 60 м² · 10/12 этаж,29 500 000 〒,Каршыга Ахмедьярова 2,"Алматы р-н, Каршыга Ахмедьярова 2",https://krisha.kz/a/show/760532065
3-комнатная квартира · 62 м² · 5/9 этаж,29 000 000 〒,Жумекена Нажимеденова 19,"Алматы р-н, Жумекена Нажимеденова 19",https://krisha.kz/a/show/760378559
1-комнатная квартира · 40.4 м² · 8/20 этаж,25 500 000 〒,Туркестан 14 — Ботанический сад,"Есильский р-н, Туркестан 14 — Ботанический сад",https://krisha.kz/a/show/699713762
3-комнатная квартира · 70 м² · 2/6 этаж,31 000 000 〒,Кажымукана 16,"Алматы р-н, Кажымукана 16",https://krisha.kz/a/show/699137309
3-комнатная квартира · 109.29 м²,от 55 027 515 〒,Мангилик Ел — Хусейн бен Талал,"Есильский р-н, Мангилик Ел — Хусейн бен Талал",https://krisha.kz/a/show/689288590
3-комнатная квартира · 89.9 м²,от 40 308 598 〒,Ермек Серкебаев 22,"Сарыарка р-н, Ермек Серкебаев 22",https://krisha.kz/a/show/692205530
3-комнатная квартира · 70 м² · 2/6 этаж,31 000 000 〒,Кажымукана 16,"Алматы р-н, Кажымукана 16",https://krisha.kz/a/show/699137309
3-комнатная квартира · 109.29 м²,от 55 027 515 〒,Мангилик Ел — Хусейн бен Талал,"Есильский р-н, Мангилик Ел — Хусейн бен Талал",https://krisha.kz/a/show/689288590
3-комнатная квартира · 89.9 м²,от 40 308 598 〒,Ермек Серкебаев 22,"Сарыарка р-н, Ермек Серкебаев 22",https://krisha.kz/a/show/692205530
1-комнатная квартира · 46 м² · 12/14 этаж,34 000 000 〒,Кайым Мухамедханова 6б,"Нура р-н, Кайым Мухамедханова 6б",https://krisha.kz/a/show/1000251174
3-комнатная квартира · 80 м² · 8/12 этаж,44 000 000 〒,Сарайшык 34,"Есильский р-н, Сарайшык 34",https://krisha.kz/a/show/761997465
2-комнатная квартира · 77 м² · 11/18 этаж,32 000 000 〒,Азербаева 47 — Кошкарбаева Жургенова,"Алматы р-н, Азербаева 47 — Кошкарбаева Жургенова",https://krisha.kz/a/show/761656886
4-комнатная квартира · 117 м² · 8/11 этаж,67 900 000 〒,Кенесары 6,"Сарыарка р-н, Кенесары 6",https://krisha.kz/a/show/760260928
1-комнатная квартира · 34 м² · 2/9 этаж,14 000 000 〒,А102 1 — А102 А103 А431,"Алматы р-н, А102 1 — А102 А103 А431",https://krisha.kz/a/show/696678952
3-комнатная квартира · 98 м² · 12/13 этаж,51 000 000 〒,Абикен Бектуров 7 — Школа Бином,"Нура р-н, Абикен Бектуров 7 — Школа Бином",https://krisha.kz/a/show/679456119
2-комнатная квартира · 65.66 м²,от 27 577 200 〒,Е-779 32,"Есильский р-н, Е-779 32",https://krisha.kz/a/show/694508582
2-комнатная квартира · 56.55 м²,от 33 930 000 〒,Сыганак 22/1,"Нура р-н, Сыганак 22/1",https://krisha.kz/a/show/699905528
1-комнатная квартира · 41.27 м²,от 23 915 965 〒,Анет Баба 4,"Нура р-н, Анет Баба 4",https://krisha.kz/a/show/686616899
5-комнатная квартира · 157.6 м²,от 59 087 000 〒,Толе би 53,"Нура р-н, Толе би 53",https://krisha.kz/a/show/679156763
1-комнатная квартира · 35.4 м²,от 8 850 000 〒,Н. Тлендиева 52,"Сарыарка р-н, Н. Тлендиева 52",https://krisha.kz/a/show/675971514
1-комнатная квартира · 42.81 м²,от 15 870 052 〒,Е-429 14,"Нура р-н, Е-429 14",https://krisha.kz/a/show/684477663
3-комнатная квартира · 87 м² · 10/14 этаж,41 000 000 〒,Сарайшык 5Е — Кабанбай Батыра,"Есильский р-н, Сарайшык 5Е — Кабанбай Батыра",https://krisha.kz/a/show/697271336
2-комнатная квартира · 60 м² · 9/9 этаж,33 000 000 〒,А. Бөкейхан 28 — Бухар Жырау,"Есильский р-н, А. Бөкейхан 28 — Бухар Жырау",https://krisha.kz/a/show/760375524
1-комнатная квартира · 38 м² · 9/12 этаж,19 200 000 〒,Бейбарыс Султан 25/4,"Сарыарка р-н, Бейбарыс Султан 25/4",https://krisha.kz/a/show/1000371819
1-комнатная квартира · 39 м² · 5/18 этаж,15 800 000 〒,Сарыарка 41,"Сарыарка р-н, Сарыарка 41",https://krisha.kz/a/show/1000360821
3-комнатная квартира · 83.3 м² · 21/24 этаж,50 000 000 〒,Куанышбаева 11/2 — Нажимеденова,"Алматы р-н, Куанышбаева 11/2 — Нажимеденова",https://krisha.kz/a/show/698888275
2-комнатная квартира · 64 м² · 14/17 этаж,32 000 000 〒,Толе Би 27 — Улы дала,"Есильский р-н, Толе Би 27 — Улы дала",https://krisha.kz/a/show/761169980
3-комнатная квартира · 80 м² · 6/9 этаж,79 000 000 〒,Аскар Токпанов 8/3,"Алматы р-н, Аскар Токпанов 8/3",https://krisha.kz/a/show/699189553
3-комнатная квартира · 98.6 м² · 9/9 этаж,72 000 000 〒,Шамши Калдаякова 6 — Абубакира Тыныбаева,"Алматы р-н, Шамши Калдаякова 6 — Абубакира Тыныбаева",https://krisha.kz/a/show/760646128
4-комнатная квартира · 142.3 м² · 5/9 этаж,90 000 000 〒,Орынбор 35,"Есильский р-н, Орынбор 35",https://krisha.kz/a/show/762290754
4-комнатная квартира · 164 м² · 14/22 этаж,86 000 000 〒,Нажимеденова 10,"Алматы р-н, Нажимеденова 10",https://krisha.kz/a/show/761605918
2-комнатная квартира · 56 м² · 9/18 этаж,34 999 000 〒,Нажимеденова 7,"Алматы р-н, Нажимеденова 7",https://krisha.kz/a/show/762057572
1-комнатная квартира · 39 м² · 8/8 этаж,18 900 000 〒,Аманжол Болекваева 16 — Жумабаева,"Алматы р-н, Аманжол Болекваева 16 — Жумабаева",https://krisha.kz/a/show/698381287
1-комнатная квартира · 37.47 м² · 5/9 этаж,14 300 000 〒,Айтматова 46 — Школа Жасулан,"Нура р-н, Айтматова 46 — Школа Жасулан",https://krisha.kz/a/show/697873947
2-комнатная квартира · 53.57 м² · 7/7 этаж,20 000 000 〒,Сарытогай 13,"Есильский р-н, мкр Пригородный, Сарытогай 13",https://krisha.kz/a/show/761916806
1-комнатная квартира · 26.6 м² · 2/9 этаж,19 800 000 〒,Ильяс Омаров 27,"Есильский р-н, Ильяс Омаров 27",https://krisha.kz/a/show/1000388992
2-комнатная квартира · 45 м² · 4/12 этаж,25 000 000 〒,Кабанбай батыра 40 — Сыганак,"Есильский р-н, Кабанбай батыра 40 — Сыганак",https://krisha.kz/a/show/762307686
4-комнатная квартира · 170 м² · 2/6 этаж,115 000 000 〒,Туркестан 14/1 — Туркестан,"Есильский р-н, Туркестан 14/1 — Туркестан",https://krisha.kz/a/show/760138171
1-комнатная квартира · 47.18 м²,от 16 984 800 〒,трасса Астана-Караганда 4/3,"Алматы р-н, трасса Астана-Караганда 4/3",https://krisha.kz/a/show/683999309
1-комнатная квартира · 38.75 м²,от 16 275 000 〒,Е-430 3,"Нура р-н, Е-430 3",https://krisha.kz/a/show/697435940
2-комнатная квартира · 64.36 м²,от 31 214 600 〒,Култегин 4,"Нура р-н, Култегин 4",https://krisha.kz/a/show/694194395
4-комнатная квартира · 127 м² · 9/10 этаж,88 000 000 〒,Умай Ана 14,"Нура р-н, Умай Ана 14",https://krisha.kz/a/show/1000137737
1-комнатная квартира · 40.8 м² · 8/8 этаж,22 900 000 〒,Улы Дала 65/2,"Есильский р-н, Улы Дала 65/2",https://krisha.kz/a/show/761699934
2-комнатная квартира · 46 м² · 3/17 этаж,35 000 000 〒,52/3,"Есильский р-н, Туран 52/2, 52/3",https://krisha.kz/a/show/761914274
3-комнатная квартира · 158.3 м² · 9/13 этаж,107 000 000 〒,Байтурсынова 5,"Алматы р-н, Байтурсынова 5",https://krisha.kz/a/show/761489463
4-комнатная квартира · 168.2 м² · 2/4 этаж,185 020 000 〒,Аккемелер 32А,"Сарыарка р-н, Аккемелер 32А",https://krisha.kz/a/show/761411089
2-комнатная квартира · 67.8 м² · 6/12 этаж,23 730 000 〒,Айтматова — Молдагалиева,"Нура р-н, Айтматова — Молдагалиева",https://krisha.kz/a/show/760970210
3-комнатная квартира · 91.01 м² · 9/9 этаж,36 000 000 〒,Байтурсынова 47/1 — А426,Байтурсынова 47/1 — А426,https://krisha.kz/a/show/760880915
1-комнатная квартира · 42 м² · 4/4 этаж,18 500 000 〒,Улица Е-314 20/1 — Хусейн бен Талал,"Есильский р-н, Улица Е-314 20/1 — Хусейн бен Талал",https://krisha.kz/a/show/693231517
3-комнатная квартира · 84.6 м² · 8/13 этаж,33 000 000 〒,Чингиза Айтматова 36 — Сыганак,"Есильский р-н, Чингиза Айтматова 36 — Сыганак",https://krisha.kz/a/show/675701494
2-комнатная квартира · 48 м² · 9/17 этаж,28 550 000 〒,Туран 43/5 — ОДНА ИЗ ЛУЧШИХ ЛОКАЦИИ СТОЛИЦЫ!,"Нура р-н, Туран 43/5 — ОДНА ИЗ ЛУЧШИХ ЛОКАЦИИ СТОЛИЦЫ!",https://krisha.kz/a/show/761928161
4-комнатная квартира · 95.4 м² · 3/8 этаж,76 000 000 〒,Улы Дала — Кабанбай Батыр,"Есильский р-н, Улы Дала — Кабанбай Батыр",https://krisha.kz/a/show/762332055
3-комнатная квартира · 100 м² · 1/12 этаж,58 000 000 〒,А-98 1,"Алматы р-н, А-98 1",https://krisha.kz/a/show/699869478
2-комнатная квартира · 50 м² · 3/13 этаж,19 500 000 〒,Гор больница N 1,"Сарайшык р-н, Кошкарбаева 66/1 — Ш. Кудайбердиулы, Гор больница N 1",https://krisha.kz/a/show/1000167531
4-комнатная квартира · 122.38 м²,от 86 522 660 〒,Бухар Жырау 33,"Есильский р-н, Бухар Жырау 33",https://krisha.kz/a/show/694707424
2-комнатная квартира · 54.4 м²,от 19 312 000 〒,Туран 89,"Нура р-н, Туран 89",https://krisha.kz/a/show/675081048
2-комнатная квартира · 61 м² · 3/12 этаж,26 000 000 〒,Е30 5,"Есильский р-н, Е30 5",https://krisha.kz/a/show/760528506
2-комнатная квартира · 71.1 м² · 5/5 этаж,23 900 000 〒,стр. 3,"Сарыарка р-н, Даулеткерей стр. 1а, стр. 3",https://krisha.kz/a/show/760409575
2-комнатная квартира · 66 м² · 10/12 этаж,36 000 000 〒,Нажимеденова 23А,"Алматы р-н, Нажимеденова 23А",https://krisha.kz/a/show/696674493
1-комнатная квартира · 40.53 м² · 12/12 этаж,20 600 000 〒,Сыганак 4,"Нура р-н, Сыганак 4",https://krisha.kz/a/show/761975504
2-комнатная квартира · 47.17 м²,от 35 141 650 〒,Бухар Жырау 33,"Есильский р-н, Бухар Жырау 33",https://krisha.kz/a/show/694707412
2-комнатная квартира · 64.9 м²,от 28 500 000 〒,Молдагалиева,"Нура р-н, Молдагалиева",https://krisha.kz/a/show/689253111
1-комнатная квартира · 43.34 м²,от 26 004 000 〒,Анет Баба 4,"Нура р-н, Анет Баба 4",https://krisha.kz/a/show/686616901
2-комнатная квартира · 68.18 м² · 6/12 этаж,37 000 000 〒,Жошы Хан 13,"Есильский р-н, Жошы Хан 13",https://krisha.kz/a/show/761146663
2-комнатная квартира · 40 м² · 9 этаж,25 500 000 〒,Байтурсынова 8,"Сарайшык р-н, Байтурсынова 8",https://krisha.kz/a/show/1000114150
2-комнатная квартира · 44 м² · 2/9 этаж,19 999 000 〒,Кудайбердыулы,"Алматы р-н, Кудайбердыулы",https://krisha.kz/a/show/1000199560
2-комнатная квартира · 52.6 м² · 5/12 этаж,24 459 000 〒,Жубан Молдагалиев 1 — Ш. Айтматова,"Нура р-н, Жубан Молдагалиев 1 — Ш. Айтматова",https://krisha.kz/a/show/761473329
3-комнатная квартира · 98 м² · 7/9 этаж,51 000 000 〒,Нажмеденова 28/1,"Алматы р-н, Нажмеденова 28/1",https://krisha.kz/a/show/761237990
3-комнатная квартира · 93 м² · 4/9 этаж,69 000 000 〒,Орынбор 10/1,"Есильский р-н, Орынбор 10/1",https://krisha.kz/a/show/698850693
6-комнатная квартира · 689 м² · 4/4 этаж,550 000 000 〒,Домалак ана,"Нура р-н, Домалак ана",https://krisha.kz/a/show/1000163446
2-комнатная квартира · 47.07 м²,от 38 079 630 〒,Е-899 5/1,"Нура р-н, Е-899 5/1",https://krisha.kz/a/show/760697971
2-комнатная квартира · 56.61 м²,от 16 983 000 〒,М. Тынышбайулы 5,"Алматы р-н, М. Тынышбайулы 5",https://krisha.kz/a/show/691414696
2-комнатная квартира · 38 м² · 2/12 этаж,24 500 000 〒,Чингиз Айтматов 77/10 — Набережная,"Сарыарка р-н, Чингиз Айтматов 77/10 — Набережная",https://krisha.kz/a/show/762258747
1-комнатная квартира · 41 м² · 7/9 этаж,17 600 000 〒,Жансугурулы 4/1,"Алматы р-н, Жансугурулы 4/1",https://krisha.kz/a/show/761524982
2-комнатная квартира · 64 м² · 10/10 этаж,24 000 000 〒,Павлова 29 — Жк Аль Арка,"Сарыарка р-н, Павлова 29 — Жк Аль Арка",https://krisha.kz/a/show/762063988
3-комнатная квартира · 87.5 м² · 7/25 этаж,28 000 000 〒,САМАЯ НИЗКАЯ ЦЕНА В ЖК,"Сарыарка р-н, Богенбай батыра 30 — СРОЧНАЯ ПРОДАЖА, САМАЯ НИЗКАЯ ЦЕНА В ЖК",https://krisha.kz/a/show/1000234254
1-комнатная квартира · 42.3 м² · 2/9 этаж,17 000 000 〒,Кобланды батыра 7,"Алматы р-н, Кобланды батыра 7",https://krisha.kz/a/show/762195538
