title,price,district,location,link,region_clean,house_type,year_built,floor,ceiling_height,complex,condition,area,description
4-комнатная квартира · 80.5 м² · 8/10 этаж,25 700 000 〒,,Машхур Жусуп 52/5,https://krisha.kz/a/show/761291303,,панельный,1989,8 из 10,,,,80.5 м²,"Продается 4-комнатная квартира на Машхур Жусупа 52 Уникальное предложение в самом центре города! Эта просторная и уютная квартира идеально подходит для семьи. В шаговой доступности находятся школы №26 и №24, а также детский сад во дворе. Рядом с домом расположены Максимол и Болошак +. Квартира очень теплая, все окна, балконы и лоджия застеклены пластиковыми рамами. Раздельный санузел. Просторная кухня площадью 9 кв. м. – отличное место для семейных ужинов. В квартире установлены два кондиционера для комфортной температуры в любое время года, а также водонагреватель на 50 л. Установлен счетчик тепла, что позволит экономить на коммунальных услугах. Вся сантехника новая. Показы квартиры – бесплатные! Мы обеспечим полное сопровождение сделки, чтобы вы могли беззаботно стать владельцем этой прекрасной квартиры. Не упустите возможность! Звоните для записи на просмотр!"
3-комнатная квартира · 54 м² · 2/9 этаж,16 000 000 〒,,Машхур Жусуп 36а,https://krisha.kz/a/show/760898796,,монолитный,1978,2 из 9,,,,54 м²,"Продается просторная трехкомнатная квартира по адресу: ул. Машхур Жусупа, 36а. Общая площадь квартиры составляет 54 квадратных метра. Квартира уютная и светлая с окнами, выходящими на две стороны, что обеспечивает хорошую естественную освещенность. Соседи дружелюбные, а подъезд всегда чистый и ухоженный. В шаговой доступности находятся магазины, рынки, детские сады и школы, что делает эту квартиру идеальным вариантом для семейного проживания. Обратите внимание, что квартира находится в залоге на сумму 2 миллиона, что стоит учесть при проведении сделки. Торг уместен. Не упустите шанс стать владельцем этой комфортабельной квартиры! Возможен обмен на кв в Павлодаре"
2-комнатная квартира · 49.3 м² · 5/5 этаж,9 000 000 〒,,Машхур Жусуп 59,https://krisha.kz/a/show/760352636,,панельный,1980,5 из 5,,,,49.3 м²,"Продается уютная и светлая двухкомнатная квартира в тихом районе по адресу Машхур Жусупа, дом 59. Расположена на пятом этаже пятиэтажного дома, квартира отличается удобной планировкой и просторными комнатами. Окна выходят на две стороны, обеспечивая хорошее естественное освещение в течение всего дня. Дом находится в непосредственной близости от всех необходимых объектов инфраструктуры: рядом есть школы, детский сад, поликлиника, торговые центры и магазины, что делает эту квартиру идеальной для семьи. В шаговой доступности находятся автобусные остановки с удобным транспортным сообщением в разных направлениях. Во дворе дома — детская площадка и зелёная зона, где можно проводить время с семьей и детьми. В квартире требуется ремонт, что позволит вам развить фантазию на ваш вкус."
1-комнатная квартира · 31.5 м² · 3/5 этаж,8 300 000 〒,,Машхур Жусуп 38,https://krisha.kz/a/show/761331549,,монолитный,1967,3 из 5,,,,31.5 м²,"Продается однокомнатная квартира по улице Машхур Жусупа, 38!** Эта светлая и просторная квартира расположена на 3 этаже и идеально подходит для комфортного проживания. Основные характеристики: - Удобная планировка, обеспечивающая максимальное использование пространства. - Квартира в хорошем состоянии, готова к заселению. - В непосредственной близости находится новая детская площадка, что делает это место идеальным для семей с детьми. - Рядом расположены базар Нарык, поликлиника №3, а также учебные заведения: школа №6 и детский сад. - Удобный доступ к транспортным маршрутам: автобусные остановки во все направления. Не упустите возможность стать владельцем этой замечательной квартиры! Звоните для получения дополнительной информации и записи на просмотр!"
2-комнатная квартира · 89.9 м² · 3/5 этаж,24 800 000 〒,,Машхур Жусуп 90а,https://krisha.kz/a/show/762008511,,панельный,1980,3 из 5,,,,89.9 м²,"Продается теплая, светлая и просторная 2-х комнатная квартира площадью 89, 9 м² с отличной энергетикой. В подъезде установлены системы видеонаблюдения, в подвале общедомовой счетчик на отопление, что позволяет регулировать температуру в помещении. Дом прошел полную модернизацию в 2012 году, что гарантирует его отличное состояние и энергоэффективность. Из мебели остается только встроенный кухонный гарнитур. В шаговой доступности находятся школа №2 СОШ, детский сад №18, поликлиника №1, ЦОН, Казпочта, а также супермаркеты Small и Светофор. Комфортное и удобное место для проживания. Звоните! Все подробности по телефону."
3-комнатная квартира · 58 м² · 2/5 этаж,13 000 000 〒,,Машхур Жусуп 126,https://krisha.kz/a/show/760899351,,панельный,1986,2 из 5,,,,58 м²,"Продается светлая и уютная двухкомнатная квартира площадью 58 квадратных метров, расположенная на втором этаже. Окна квартиры выходят на две стороны, что обеспечивает хорошую вентиляцию и естественное освещение в течение всего дня. В непосредственной близости находятся все необходимые объекты инфраструктуры: магазин ""Сатте"", школа, детский сад и автобусные остановки, что обеспечит вам удобство и комфорт в повседневной жизни. Для семей с детьми предусмотрена игровая площадка, где ваши малыши смогут проводить время на свежем воздухе. Квартира в хорошем жилом комплексе. Не упустите возможность стать обладателем этого замечательного жилья! Звоните для организации просмотра!"
1-комнатная квартира · 35 м² · 5/6 этаж,7 000 000 〒,,Машхур Жусуп 130,https://krisha.kz/a/show/760898672,,панельный,2009,5 из 6,,,,35 м²,"Продам однокомнатную квартиру в 31 мкр, по адресу: Машхур Жусуп, 130. Квартира расположена на 5 этаже 6-этажного дома. Общая площадь квартиры составляет 35, 2 квадратных метра, она светлая и очень просторная. Окружающие вокруг дружелюбные соседи. Вокруг много инфраструктуры: рядом находятся детский сад, школа, магазины и новая хорошая детская площадка. Отличный вариант для жизни и комфортного проживания! Если есть интерес, пожалуйста, свяжитесь для обсуждения деталей и организации просмотра."
1-комнатная квартира · 31.5 м² · 2/5 этаж,8 300 000 〒,,Машхур Жусуп 38,https://krisha.kz/a/show/761872180,,монолитный,1967,2 из 5,,,,31.5 м²,"*Продается однокомнатная квартира по улице Машхур Жусупа, 38!** Эта светлая и просторная квартира расположена на 3 этаже и идеально подходит для комфортного проживания. Основные характеристики: - Удобная планировка, обеспечивающая максимальное использование пространства. - Квартира в хорошем состоянии, готова к заселению. - В непосредственной близости находится новая детская площадка, что делает это место идеальным для семей с детьми. - Рядом расположены базар Нарык, поликлиника №3, а также учебные заведения: школа №6 и детский сад. - Удобный доступ к транспортным маршрутам: автобусные остановки во все направления. Не упустите возможность стать владельцем этой замечательной квартиры! Звоните для получения дополнительной информации и записи на просмотр!"
2-комнатная квартира · 51 м² · 4/5 этаж,13 000 000 〒,,Бухар жирау 278а,https://krisha.kz/a/show/762069484,,панельный,1989,4 из 5,,,,51 м²,"Продается светлая и уютная 2-комнатная квартира по адресу: улица Бухар Жирау, 278а, в 31 микрорайоне. Квартира расположена на 4 этаже и имеет площадь 51 квадратный метр. Это идеальное предложение как для семей, так и для молодых специалистов, готовое к заселению! 
- 4 этаж— удобный и комфортный уровень, обеспечивающий хорошую звукоизоляцию и солнечное освещение. 
- Квартира с качественным ремонтом, выполненным с любовью. Заезжайте и живите, не тратя время на дополнительные вложения. 
- Доброжелательные и дружелюбные соседи создают атмосферу уюта и спокойствия. 
- **Тихий двор:** Приятное окружение для семейного отдыха и детей. 
- **Большая детская площадка:** отличное место для игр и развлечений для ваших детей. 
- В непосредственной близости расположены школа №17 и детский сад, что очень удобно для семей с детьми. 
- Рядом находятся магазины ""Кайнар"", ""Сатте"", ""Бахыт"", обеспечивающие легкий доступ к необходимым товарам. 
- Автобусные остановки недалеко от дома гарантируют удобный транспортный доступ во всех направлениях. 
 
Не упустите возможность стать владельцем этой прекрасной квартиры! звоните прямо сейчас для получения дополнительной информации и организации просмотра. Ваш комфортный дом ждет вас!"
3-комнатная квартира · 57.2 м² · 5/5 этаж,12 500 000 〒,,Пшенбаева 16,https://krisha.kz/a/show/760997583,,панельный,1977,5 из 5,,,,57.2 м²,"Продаётся светлая и просторная 3-комнатная квартира на 5 этаже по адресу: ул. Пшембаева, 16. Квартира имеет окна на две стороны, что наполняет её естественным светом. Внутри хороший ремонт, готовая к комфортному проживанию. Соседи – путевые старожилы, что добавляет спокойствия. Подъезд после ремонта. Во дворе расположена большая детская площадка, идеально подходящая для семей с детьми. В непосредственной близости находятся школы, детские сады, магазин ""Богатырьский"" и рынок Нарык. Удобная транспортная доступность: автобусные остановки расположены в шаговой доступности и предлагают направления в разные части города. Отличное предложение для комфортной жизни! Для подробной информации обр по телефону."
2-комнатная квартира · 43 м² · 5/5 этаж,8 500 000 〒,,Киншелер 16а,https://krisha.kz/a/show/699820803,,монолитный,1968,5 из 5,,,,43 м²,"Продам двухкомнатную квартиру на улице Кеншелер, 16А на 5 этаже пятиэтажного дома (крыша после капитального ремонта). Квартира светлая и просторная. Состояние подъезда: чисто и аккуратно, дружелюбные соседи. Инфраструктура: Рядом школы №6 и №7, детские сады, Большая детская площадка, магазин (""Богатырский""), рынок Нарык, музей Аптеки и автобусные остановки — всё в шаговой доступности. Квартира частично мебилирована. Балкон застеклен. В квартире хорошии ремонт. По всем вопросам звоните по телефону."
2-комнатная квартира · 45 м² · 4/5 этаж,11 000 000 〒,,Машхур Жусуп 32,https://krisha.kz/a/show/762225257,,кирпичный,1975,4 из 5,,,,45 м²,"ПРОДАЕТСЯ 2 комн. квартира г. Экибастуз. Квартира очень теплая. Хороший двор. Нет проблем с парковкой. Хороший район. Рядом учебные заведения, школы, садик, детские площадки. Отличная транспортная развязка, автобусные остановки в шаговой доступности. Супермаркеты, аптеки и магазины Автостоянка. Подъезд тихий, хорошие соседи. В квартире косметический ремонт, остаётся частично мебель. БЕСПЛАТНЫЙ показ. Полное сопровождению сделки! Проверка документов! Юридические консультации!"
2-комнатная квартира · 52 м² · 2/10 этаж,15 600 000 〒,,Сатпаева 8 — Ск Жасыбай,https://krisha.kz/a/show/699195951,,панельный,1988,2 из 10,2.5 м,,,"52 м², Площадь кухни — 9 м²","Ипотека. Центр. Второй этаж. Не угловая, теплая. рядом Maxi mall, Болашак, паРК. школы 24 26 и т.д. Остается значительная часть мебели."
3-комнатная квартира · 63 м² · 4/5 этаж,17 000 000 〒,,Ауэзова 157 — 19 микрорайон,https://krisha.kz/a/show/685865419,,панельный,1990,4 из 5,2.5 м,,,63 м²,"продам 3-х комнатную квартиру, 19 микрорайон, полностью с мебелью, кондиционер, водонагреватель, квартира очень теплая, не угловая. Всё в шаговой доступности: кафе, базары (продуктовые рынки), аптека, школы, автобусы ходят во все направления."
3-комнатная квартира · 56.8 м² · 1/5 этаж,22 000 000 〒,,Е.Кошербаева 60а,https://krisha.kz/a/show/760350464,,панельный,1985,1 из 5,2.5 м,,,56.8 м²,
3-комнатная квартира · 81 м² · 5/5 этаж,17 500 000 〒,,Машхур жусупа 75 — ТД Достык,https://krisha.kz/a/show/760955965,,панельный,1978,5 из 5,2.5 м,,"не новый, но аккуратный ремонт",81 м²,
2-комнатная квартира · 44.7 м² · 4/5 этаж,9 000 000 〒,,Ауэзова 42,https://krisha.kz/a/show/1000300569,,панельный,1971,4 из 5,,,,44.7 м²,"Продается двухкомнатная квартира в центре города Экибастуз. Отличное расположение — рядом базары ""Шелковый путь"" и ""Болашак"", торговый центр ""Макси молл"", музыкальная школа, фитнес-клуб ""Ангел"", школа-лицей №1. Квартира расположена в теплом доме, прошедшем капитальный ремонт — крыша и подвал в хорошем состоянии. В квартире установлен новый кухонный гарнитур. Дружелюбные соседи создают комфортную атмосферу. Тихий район с детской площадкой. Цена не окончательная, возможен торг."
3-комнатная квартира · 78.8 м² · 4/10 этаж,25 000 000 〒,,Машхур Жусупа 84,https://krisha.kz/a/show/1000300694,,панельный,1987,4 из 10,,,,78.8 м²,"Продается четырёхкомнатная квартира на 4 этаже 10-этажного дома. Квартира тёплая, светлая, с уютной планировкой. В квартире свежий ремонт, и она частично меблирована. В доме хорошие соседи, что создаёт атмосферу комфорта. Отличное расположение: рядом остановки общественного транспорта, детские сады, школа, поликлиника. Всё необходимое для комфортного проживания в шаговой доступности. Прекрасный вариант для семьи! Звоните для получения дополнительной информации или записи на просмотр!"
3-комнатная квартира · 65.2 м² · 9/9 этаж,18 000 000 〒,,Машхур Жусупа 80,https://krisha.kz/a/show/1000300768,,панельный,1984,9 из 9,,,,65.2 м²,"Продается трехкомнатная квартира на девятом этаже девятиэтажного дома в центре города. Квартира теплая, светлая, с удобной планировкой. В доме хорошие соседи, создающие комфортную атмосферу для проживания. Отличное расположение: рядом магазин «Шахтёр», парк «Шахтёр», магазин «Саламат» и школа №13, детские сады, поликлиника. Остановки общественного транспорта находятся в шаговой доступности. Квартира с хорошим ремонтом, мебель частично остается. Прекрасный вариант для комфортного проживания в центре города! Звоните для получения дополнительной информации или записи на просмотр!"
1-комнатная квартира · 35 м² · 2/5 этаж,8 000 000 〒,,Ауэзова 67\2,https://krisha.kz/a/show/1000300906,,панельный,1984,2 из 5,,,,35 м²,"1-комнатная квартира в центральном районе города - 8 мкр! Продается уютная 1-комнатная квартира в центральном районе, по адресу ул. Ауэзова 67/2. Идеальный вариант для комфортной жизни или сдачи в аренду! ✅ Параметры: • Площадь – 35 м² • Этаж – 2/5 (оптимальный вариант) • Есть балкон (остекление пластик) • Дом 1984 года постройки • Косметический ремонт • Вся мебель и техника остаются • Подходит под ипотеку Преимущества локации: • Всё рядом! Магазины, аптеки, супермаркет Greenwich • Для детей: Детская площадка, детский сад, школа №23 Отличное предложение в развитом районе с удобной инфраструктурой. Не упустите шанс стать владельцем этой квартиры! Звоните для просмотра квартиры!"
4-комнатная квартира · 57.5 м² · 1/5 этаж,26 000 000 〒,,Ауэзова 40,https://krisha.kz/a/show/1000306499,,панельный,1977,1 из 5,,,,57.5 м²,"Предлагается к продаже просторная 4-комнатная квартира, расположенная на первом этаже в самом сердце города. Идеально подходит для использования под офис. Удобное расположение квартиры позволяет легко добраться до основных объектов городской инфраструктуры: - В нескольких шагах находится торгово-развлекательный центр ""Максимол"", где представлены многочисленные магазины, рестораны и зоны отдыха. - В непосредственной близости расположены торговые дома ""Болашак"", ""Уак"" и ""Шёлковый путь"", предлагающие широкий ассортимент товаров и услуг. - Любители вкусной кухни смогут насладиться блюдами в кафе ""Кабулетти"", которое также находится неподалёку. - Отличная транспортная доступность: рядом с домом расположена автобусная остановка, обеспечивающая удобное сообщение с другими районами города. - Для семей с детьми важно отметить наличие детского сада и школы №1 в шаговой доступности. Квартира имеет удобную планировку, высокие потолки и большие окна, что обеспечивает хорошую освещенность и комфортное пребывание. Благодаря своему расположению и удобствам, данная квартира станет отличным вариантом как для проживания, так и для организации офисного пространства."
2-комнатная квартира · 44 м² · 2/5 этаж,12 000 000 〒,,Энергетиктер 97 А,https://krisha.kz/a/show/1000401489,,панельный,1981,2 из 5,,,,44 м²,"Продается 2-комнатная квартира по адресу: ул. Энергетиков, 97а. Квартира расположена на 2 этаже 5-этажного дома, не угловая, что гарантирует комфортную температуру круглый год. Помещения изолированные, что обеспечивает тишину и уют в каждой комнате. Окна выходят на тихую сторону, а соседи — спокойные и доброжелательные. 
 
Квартира находится в районе с развитой инфраструктурой: в шаговой доступности школы № 11 и № 9, а также торговый дом Топаз. Это удобно для семей с детьми и тех, кто ценит наличие всего необходимого рядом с домом. Квартира полностью меблирована, техника остаётся. Подъезд в идеальном состоянии. Крыша в хорошем состоянии, не протекает, подвал в порядке. 
 
Квартира не в залоге, документы в полном порядке, что гарантирует безопасную сделку. Отличный вариант для комфортного проживания в хорошем районе города!"
2-комнатная квартира · 44.2 м² · 5/5 этаж,8 000 000 〒,,Бауыржан Момышулы 30 А,https://krisha.kz/a/show/762344813,,панельный,1966,5 из 5,,,,44.2 м²,"Продам 2-комнатную квартиру в отличном районе города! Квартира светлая, тёплая, чистая и аккуратная, с удобной планировкой. Находится в благоустроенном районе с развитой инфраструктурой. В шаговой доступности: • Аптека «Юность» и другие необходимые магазины • Торговые центры для удобного шопинга • Школа №6, детские сады и поликлиника • Остановки транспорта, что обеспечивает удобное передвижение по городу Дом ухоженный, крыша в идеальном состоянии, проблем никогда не было. Дружелюбные и спокойные соседи, чистый двор. Отличный вариант для комфортного проживания или выгодного вложения! Звоните, договоримся о просмотре!"
3-комнатная квартира · 63 м² · 1/6 этаж,12 000 000 〒,,Ломоносова 31 а,https://krisha.kz/a/show/673793143,,панельный,1990,1 из 6,2.7 м,,свежий ремонт,"63 м², жилая — 50 м², Площадь кухни — 10 м²","Пластиковые окна, улучшенная, комнаты изолированы, новая сантехника, кладовка, счётчики, тихий двор, удобно под коммерцию.

Продам 3-комн. кв. в районе техникуме Ломоносова 31 а. Квартира со свежим ремонтом. Потолки левкас и натяжной. В коридоре. на кухне и в детской декоративная штукатурка. Трубы пластиковые. Есть титан на 50 л. Имеется кладовка, лоджия застекленная, тамбур на две квартиры. Зимой очень тепло. Цена 12 000 000 тг. торг. Рассматривается обмен на 1-комн. кв. +доплата."
2-комнатная квартира · 45 м² · 3/5 этаж,10 000 000 〒,,Ауэзова 4,https://krisha.kz/a/show/762219394,,панельный,1967,3 из 5,,,,45 м²,"Продается 2-комнатная квартира по адресу: улица Ауэзова, 4.Мы рады предложить вашему вниманию светлую и уютную 2-комнатную квартиру на втором этаже. Квартира требует ремонта, что позволяет вам воплотить свои идеи и предпочтения в интерьере. Дружелюбные соседи, Чистый подъезд Инфраструктура:Квартира расположена в удобном районе с хорошо развитой инфраструктурой. В непосредственной близости находятся: Школы, Детские сады, Базар, Супермаркеты. Это идеальный вариант для тех, кто ищет спокойное и комфортное место для жизни с возможностью самостоятельно реализовать свои дизайнерские идеи. Не упустите возможность стать владельцем этой квартиры! Звоните для получения дополнительной информации и записи на просмотр."
2-комнатная квартира · 45 м² · 4/5 этаж,8 500 000 〒,,Ауэзова 6,https://krisha.kz/a/show/760461136,,панельный,1965,4 из 5,2.5 м,,"не новый, но аккуратный ремонт","45 м², Площадь кухни — 5 м²","Продам двух комнатную квартиру в тихом спальном районе, почти центр города. Теплая, не в залоге, нет долгов по коммунальным услугам. Возможен обмен и ипотека."
2-комнатная квартира · 52.8 м² · 5/6 этаж,11 500 000 〒,,М.Жусупа 163,https://krisha.kz/a/show/678431741,,панельный,1990,5 из 6,,,свежий ремонт,52.8 м²,"Продам хорошую 2 - х ком квартиру. Комнаты изолированы, не угловая, окна, балкон ПВХ, счетчики на воду, санузел раздельный. Рядом школа, садик, магазины, автобусные остановки. Подъезд после ремонта. Этаж 6/5."
2-комнатная квартира · 54 м² · 5/6 этаж,13 000 000 〒,,Бухар Жырау 280,https://krisha.kz/a/show/678427295,,панельный,1989,5 из 6,2.6 м,,свежий ремонт,"54 м², Площадь кухни — 9 м²","Кухня, кондиционер остаются. Пластиковый балкон. обмен интересует на 3х комн. бухар жырау 280"
2-комнатная квартира · 42 м² · 3/5 этаж,11 200 000 〒,,Машхур Жусупа — Кеншилер Машхур Жусупа,https://krisha.kz/a/show/760655913,,кирпичный,1970,3 из 5,2.5 м,,,"42 м², Площадь кухни — 6 м²","Пластиковые окна, неугловая, кухня-студия, счётчики, тихий двор.

Продам 2х квартиру район Богатырь. 
Квартира светлая пол ламинат тёплая 3 этаж внизу магазин, до центра 5 мин ходьбы торг реальному покупателю с документами всё идеально."
2-комнатная квартира · 52.6 м² · 2/12 этаж,13 000 000 〒,,Машхур Жусупа 58а,https://krisha.kz/a/show/760265679,,панельный,1991,2 из 12,2.5 м,,требует ремонта,"52.6 м², Площадь кухни — 8.3 м²","Неугловая, улучшенная, комнаты изолированы, тихий двор.

Продам улучшенную 2 комнатную квартиру, на 2 этаже в центре города в 12 этажном доме, по улице Машхур Жусупа, за 13 000 000тг. Торг. Требуется ремонт. Возможно обмен на квартиру в Павлодаре"
3-комнатная квартира · 56 м² · 3/5 этаж,13 000 000 〒,,М.Жусупа — Район Богатырьский,https://krisha.kz/a/show/698315493,,кирпичный,1968,3 из 5,2.5 м,,,56 м²,Срочно продам 3х комнатную квартиру. переделанная на 2х комнатную. Документы все в норме. Квартира теплая. хотя угловая. сухая без долгов. В центре города. рядом дет сад и школа ТД
3-комнатная квартира · 64.6 м² · 4/9 этаж,20 000 000 〒,,М ауэзова 91,https://krisha.kz/a/show/761414220,,панельный,1991,4 из 9,2.5 м,,"не новый, но аккуратный ремонт",64.6 м²,
2-комнатная квартира · 50 м² · 6/6 этаж,10 000 000 〒,,Ерганат кошербаева 54,https://krisha.kz/a/show/762038595,,панельный,1989,6 из 6,2.5 м,,,50 м²,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, кладовка, счётчики, тихий двор, кондиционер.

Продам квартиру в прекрасном состоянии, крыша не течет, потолки натяжные 
В зале классная люстра 
Сан узел раздельный 
В квартире есть кондиционер, телевизор 
Машинка стиральная 
Кухонный гарнитур, диван, тахта 
Солнечная сторона 
В квартире тепло зимой, летом не жарко 
Рядом есть остановка 
Доброцен 
Фикс прайс 
Валдберрис 
Магазины дворовые 
Школа, садик 
Двор оборудован новой площадкой для детей 
Освещен полностью 
Парковка тоже хорошая"
2-комнатная квартира · 44.6 м² · 3/5 этаж,9 700 000 〒,,Королева 100,https://krisha.kz/a/show/760992342,,панельный,1980,3 из 5,,,,44.6 м²,"Продается двухкомнатная квартира по адресу: Королева, 100. Квартира расположена на 3 этаже 5-этажного дома. Тёплый дом с сухим подвалом, удобная распашонка (окна на две стороны), что обеспечивает хорошую циркуляцию воздуха и естественное освещение. В квартира большая спальня и лоджию 9 м². Не угловая, что добавляет дополнительный комфорт. В непосредственной близости расположен магазина ""У Федора"" (в том числе магазин «Надежда» рядом с подъездом), а также школа №11 и детский сад №26, что удобно для семей с детьми. Звоните для дополнительной информации и записи на просмотр! Торг!"
2-комнатная квартира · 53.1 м² · 1/5 этаж,12 500 000 〒,,Бауыржана Момышулы 60,https://krisha.kz/a/show/760961007,,панельный,1977,1 из 5,,,,53.1 м²,"Продается двухкомнатная квартира по адресу: Момышулы, 61. Квартира расположена на 1 этаже 5-этажного дома и имеет площадь 53 кв. м. Уютное жилое пространство с балконом и функциональной планировкой. 
В шаговой доступности находятся супермаркет SMALL, школа №10, детский сад №20, клиника Олимп — все, что необходимо для комфортного проживания. Удобная транспортная развязка позволяет быстро добраться в любую точку города. 
Квартира тёплая, светлая, с дополнительным помещением в виде кладовой, что обеспечит удобство хранения вещей. Возможен торг. 
Звоните, приходите на просмотр!"
4-комнатная квартира · 87 м² · 5/5 этаж,16 500 000 〒,,Абая 1в — Абая-Ломоносова,https://krisha.kz/a/show/695803286,,панельный,1997,5 из 5,2.5 м,,"не новый, но аккуратный ремонт","87 м², Площадь кухни — 9 м²","Пластиковые окна, неугловая, счётчики, тихий двор.

Дом в хорошем состоянии, после модернизаций, чистый подьезд, тихий и спокойный двор, садик, магазины и остановка рядом. До центра 15 минут ходьбы, недалеко школы 1, 22, 33.Квартира очень теплая, сухая, подьезд чистый, доброжелательные соседи. Возможен обмен на Астану. Реальному покупателю торг уместен."
2-комнатная квартира · 48 м² · 5/5 этаж,9 000 000 〒,,Машхур Жусуп — Ауэзова Машхур Жусуп,https://krisha.kz/a/show/1000188697,,панельный,1979,5 из 5,2.5 м,,"не новый, но аккуратный ремонт",48 м²,"Неугловая, счётчики.

продам или обменяю ключ на ключ на 3х комнатную"
1-комнатная квартира · 30 м² · 4/5 этаж,7 500 000 〒,,Абая 39,https://krisha.kz/a/show/762259842,,панельный,1976,4 из 5,2.5 м,,,30 м²,
4-комнатная квартира · 87 м² · 1/9 этаж,27 000 000 〒,,Машхур Жусупа 47 — За кинотеатром Казахстан,https://krisha.kz/a/show/696267421,,панельный,1996,1 из 9,2.7 м,,"не новый, но аккуратный ремонт",87 м²,"Пластиковые окна, неугловая, комнаты изолированы, кухня-студия, кладовка, счётчики, тихий двор, кондиционер, удобно под коммерцию.

Продам 4 -х комнатную квартиру в центре города (дом за к/т Казахстан) Построены 2 балкона, на одном из них стоит уголок отдыха ! Полностью переделан пол, везде ламинат, стены вытянуты, охранная и пожарная сигнализация ( остается) видеонаблюдение, водонагреватель и кондиционер (остается), рядом садики и школы, во дворе детские площадки, квартира реально теплая из за балконов и сделанного пола, так же теплый пол есть в зале и коридоре. Квартира ждет своего хозяина )) можно обмен на частный дом! Ипотека"
3-комнатная квартира · 63 м² · 2/6 этаж,16 000 000 〒,,Шакарим 1 — Район парка,https://krisha.kz/a/show/762104062,,панельный,1990,2 из 6,2.5 м,,,"63 м², Площадь кухни — 7.5 м²","Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, счётчики, тихий двор.

возможен обмен 2+1, 2+авто, 2+доплата, 1 Астана, 2 ключ в зависимости от локации и состояния. Вложения минимум, недешевые двери, в зале теплый пол, стены готовы к поклейке обоев, потолки вытянуты. Цена на обмен"
2-комнатная квартира · 48.8 м² · 5/5 этаж,13 000 000 〒,,Ауэзова — Угол Ауэзова Строительный,https://krisha.kz/a/show/699612894,,панельный,1962,5 из 5,2.6 м,,"не новый, но аккуратный ремонт","48.8 м², Площадь кухни — 5.4 м²","Пластиковые окна, неугловая, новая сантехника, счётчики, тихий двор.

рядом школа и садик, магазин прямо под домом, почти центр города, остановка на двух шагах от дома, тихий двор, квартира очень теплая."
2-комнатная квартира · 49 м² · 4/5 этаж,13 500 000 〒,,Беркимбаева 101/3,https://krisha.kz/a/show/686842053,,панельный,1984,4 из 5,2.5 м,,,49 м²,"Все в шаговой доступности. Окна выходят на обе стороны! Не угловая. Санузел раздельный. Пластиковые окна. документы в порядке. Долгов нет, в залоге не стоит. Ипотеку рассматриваем. Ремонт в подъезде. Возможны варианты. Имеется торг."
